id,url,rate,review_count,media_type_id,store_id
99,https://tabelog.com/chiba/A1202/A120201/12036027/,3.06,5,3,99
100,https://tabelog.com/chiba/A1202/A120201/12037017/,3.49,82,3,100
101,https://tabelog.com/chiba/A1202/A120201/12002138/,3.42,39,3,101
102,https://tabelog.com/chiba/A1202/A120201/12002873/,3.44,36,3,102
103,https://tabelog.com/chiba/A1202/A120201/12037514/,3.05,2,3,103
104,https://tabelog.com/chiba/A1202/A120201/12005631/,3.3,26,3,104
105,https://tabelog.com/chiba/A1202/A120201/12038401/,3.41,19,3,105
106,https://tabelog.com/chiba/A1202/A120201/12000122/,3.52,101,3,106
107,https://tabelog.com/chiba/A1202/A120201/12034382/,3.37,22,3,107
108,https://tabelog.com/chiba/A1202/A120201/12003012/,3.38,20,3,108
109,https://tabelog.com/chiba/A1202/A120201/12045481/,3.08,5,3,109
110,https://tabelog.com/chiba/A1202/A120201/12001541/,3.04,12,3,110
111,https://tabelog.com/chiba/A1202/A120201/12050085/,3.02,1,3,111
112,https://tabelog.com/chiba/A1202/A120201/12016589/,3.02,1,3,112
113,https://tabelog.com/chiba/A1202/A120201/12002317/,3.4,15,3,113
114,https://tabelog.com/chiba/A1202/A120201/12047723/,3.09,9,3,114
115,https://tabelog.com/chiba/A1202/A120201/12030183/,3.03,10,3,115
116,https://tabelog.com/chiba/A1202/A120201/12033778/,3.01,3,3,116
117,https://tabelog.com/chiba/A1202/A120201/12012360/,3.38,17,3,117
118,https://tabelog.com/chiba/A1202/A120201/12049851/,3.04,2,3,118
119,https://tabelog.com/chiba/A1202/A120201/12047175/,3.06,3,3,119
120,https://tabelog.com/chiba/A1202/A120201/12045381/,3.07,4,3,120
121,https://tabelog.com/chiba/A1202/A120201/12004392/,3.06,17,3,121
122,https://tabelog.com/chiba/A1202/A120201/12018754/,3.58,20,3,122
123,https://tabelog.com/chiba/A1202/A120201/12023572/,3.32,19,3,123
124,https://tabelog.com/chiba/A1202/A120201/12019724/,3.04,13,3,124
125,https://tabelog.com/chiba/A1202/A120201/12043893/,3.02,12,3,125
126,https://tabelog.com/chiba/A1202/A120201/12001629/,3.28,20,3,126
127,https://tabelog.com/chiba/A1202/A120201/12016402/,3.14,11,3,127
128,https://tabelog.com/chiba/A1202/A120201/12029612/,3.23,10,3,128
129,https://tabelog.com/chiba/A1202/A120201/12010428/,3.52,20,3,129
130,https://tabelog.com/chiba/A1202/A120201/12024958/,3.03,15,3,130
131,https://tabelog.com/chiba/A1202/A120201/12030912/,3.24,15,3,131
132,https://tabelog.com/chiba/A1202/A120201/12000190/,3.25,20,3,132
133,https://tabelog.com/chiba/A1202/A120201/12001924/,3.33,20,3,133
134,https://tabelog.com/chiba/A1202/A120201/12032391/,3.44,20,3,134
135,https://tabelog.com/chiba/A1202/A120201/12007215/,3.07,20,3,135
136,https://tabelog.com/chiba/A1202/A120201/12013924/,3.26,13,3,136
137,https://tabelog.com/chiba/A1202/A120201/12029621/,3.01,12,3,137
138,https://tabelog.com/chiba/A1202/A120201/12007017/,3.06,16,3,138
139,https://tabelog.com/chiba/A1202/A120201/12002468/,3.31,15,3,139
140,https://tabelog.com/chiba/A1202/A120201/12024957/,3.23,11,3,140
141,https://tabelog.com/chiba/A1202/A120201/12043614/,3.21,19,3,141
142,https://tabelog.com/chiba/A1202/A120201/12020421/,3.08,10,3,142
143,https://tabelog.com/chiba/A1202/A120201/12030119/,3.05,11,3,143
144,https://tabelog.com/chiba/A1202/A120201/12019585/,3.24,14,3,144
145,https://tabelog.com/chiba/A1202/A120201/12040652/,3.34,14,3,145
146,https://tabelog.com/chiba/A1202/A120201/12030554/,3.48,20,3,146
147,https://tabelog.com/chiba/A1202/A120201/12019253/,3.13,10,3,147
148,https://tabelog.com/chiba/A1202/A120201/12028871/,3.19,10,3,148
149,https://tabelog.com/chiba/A1202/A120201/12001254/,3.04,9,3,149
150,https://tabelog.com/chiba/A1202/A120201/12001248/,3.56,20,3,150
151,https://tabelog.com/chiba/A1202/A120201/12019844/,3.12,17,3,151
152,https://tabelog.com/chiba/A1202/A120201/12021059/,3.71,20,3,152
153,https://tabelog.com/chiba/A1202/A120201/12027579/,3.29,24,3,153
154,https://tabelog.com/chiba/A1202/A120201/12001683/,3.44,20,3,154
155,https://tabelog.com/chiba/A1202/A120201/12000750/,3.3,20,3,155
156,https://tabelog.com/chiba/A1202/A120201/12018906/,3.2,19,3,156
157,https://tabelog.com/chiba/A1202/A120201/12038389/,3.38,18,3,157
158,https://tabelog.com/chiba/A1202/A120201/12005695/,3.44,20,3,158
159,https://tabelog.com/chiba/A1202/A120201/12050626/,3.08,10,3,159
160,https://tabelog.com/chiba/A1202/A120201/12024016/,3.49,20,3,160
161,https://tabelog.com/chiba/A1202/A120201/12025870/,3.05,20,3,161
162,https://tabelog.com/chiba/A1202/A120201/12001969/,3.27,20,3,162
163,https://tabelog.com/chiba/A1202/A120201/12003501/,3.09,14,3,163
164,https://tabelog.com/chiba/A1202/A120201/12043171/,3.43,19,3,164
165,https://tabelog.com/chiba/A1202/A120201/12044854/,3.19,13,3,165
166,https://tabelog.com/chiba/A1202/A120201/12032620/,3.27,20,3,166
167,https://tabelog.com/chiba/A1202/A120201/12007783/,3.2,20,3,167
168,https://tabelog.com/chiba/A1202/A120201/12049054/,3.55,20,3,168
169,https://tabelog.com/chiba/A1202/A120201/12043957/,3.06,18,3,169
170,https://tabelog.com/chiba/A1202/A120201/12022597/,3.21,10,3,170
171,https://tabelog.com/chiba/A1202/A120201/12031850/,3.32,16,3,171
172,https://tabelog.com/chiba/A1202/A120201/12035716/,3.17,11,3,172
173,https://tabelog.com/chiba/A1202/A120201/12010016/,3.24,16,3,173
174,https://tabelog.com/chiba/A1202/A120201/12032352/,3.43,20,3,174
175,https://tabelog.com/chiba/A1202/A120201/12014333/,3.17,11,3,175
176,https://tabelog.com/chiba/A1202/A120201/12024002/,3.04,10,3,176
177,https://tabelog.com/chiba/A1202/A120201/12024833/,3.26,16,3,177
178,https://tabelog.com/chiba/A1202/A120201/12001421/,3.13,18,3,178
179,https://tabelog.com/chiba/A1202/A120201/12024100/,3.01,11,3,179
180,https://tabelog.com/chiba/A1202/A120201/12003781/,3.34,19,3,180
181,https://tabelog.com/chiba/A1202/A120201/12006327/,3.07,20,3,181
182,https://tabelog.com/chiba/A1202/A120201/12006227/,3.29,20,3,182
183,https://tabelog.com/chiba/A1202/A120201/12029577/,3.24,20,3,183
184,https://tabelog.com/chiba/A1202/A120201/12001127/,3.47,20,3,184
185,https://tabelog.com/chiba/A1202/A120201/12025959/,3.57,20,3,185
186,https://tabelog.com/chiba/A1202/A120201/12031384/,3.47,20,3,186
187,https://tabelog.com/chiba/A1202/A120201/12036357/,3.26,17,3,187
188,https://tabelog.com/chiba/A1202/A120201/12001573/,3.06,18,3,188
189,https://tabelog.com/chiba/A1202/A120201/12020223/,3.05,16,3,189
190,https://tabelog.com/chiba/A1202/A120201/12012504/,3.21,12,3,190
191,https://tabelog.com/chiba/A1202/A120201/12024194/,3.46,20,3,191
192,https://tabelog.com/chiba/A1202/A120201/12036841/,3.3,20,3,192
193,https://tabelog.com/chiba/A1202/A120201/12043592/,3.07,20,3,193
194,https://tabelog.com/chiba/A1202/A120201/12006701/,3.07,23,3,194
195,https://tabelog.com/chiba/A1202/A120202/12045151/,3.09,8,3,195
196,https://tabelog.com/chiba/A1202/A120202/12050109/,3.01,4,3,196
197,https://tabelog.com/chiba/A1202/A120202/12048432/,3.15,5,3,197
198,https://tabelog.com/chiba/A1202/A120202/12029595/,3.33,14,3,198
199,https://tabelog.com/chiba/A1202/A120202/12042333/,3.08,6,3,199
200,https://tabelog.com/chiba/A1202/A120202/12010187/,3.2,9,3,200
201,https://tabelog.com/chiba/A1202/A120202/12044878/,3.08,6,3,201
202,https://tabelog.com/chiba/A1202/A120202/12003065/,3.16,20,3,202
203,https://tabelog.com/chiba/A1202/A120202/12002352/,3.22,20,3,203
204,https://tabelog.com/chiba/A1202/A120202/12049764/,3.08,5,3,204
205,https://tabelog.com/chiba/A1202/A120202/12027473/,3.36,16,3,205
206,https://tabelog.com/chiba/A1202/A120202/12024423/,3.44,20,3,206
207,https://tabelog.com/chiba/A1202/A120202/12049767/,3.06,3,3,207
208,https://tabelog.com/chiba/A1202/A120202/12046945/,3.14,11,3,208
209,https://tabelog.com/chiba/A1202/A120202/12049532/,3.05,2,3,209
210,https://tabelog.com/chiba/A1202/A120202/12034452/,3.07,5,3,210
211,https://tabelog.com/chiba/A1202/A120202/12046770/,0,,3,211
212,https://tabelog.com/chiba/A1202/A120202/12042915/,3.15,6,3,212
213,https://tabelog.com/chiba/A1202/A120202/12002017/,3.08,20,3,213
214,https://tabelog.com/chiba/A1202/A120202/12032458/,3.3,20,3,214
215,https://tabelog.com/chiba/A1202/A120202/12025758/,3.12,8,3,215
216,https://tabelog.com/chiba/A1202/A120202/12045197/,3.39,20,3,216
217,https://tabelog.com/chiba/A1202/A120202/12006605/,3.01,7,3,217
218,https://tabelog.com/chiba/A1202/A120202/12033284/,3.25,20,3,218
219,https://tabelog.com/chiba/A1202/A120202/12022975/,3.44,20,3,219
220,https://tabelog.com/chiba/A1202/A120202/12000893/,3.04,15,3,220
221,https://tabelog.com/chiba/A1202/A120202/12037465/,3.26,14,3,221
222,https://tabelog.com/chiba/A1202/A120202/12037724/,3.02,1,3,222
223,https://tabelog.com/chiba/A1202/A120202/12050637/,3,2,3,223
224,https://tabelog.com/chiba/A1202/A120202/12042276/,3.1,5,3,224
225,https://tabelog.com/chiba/A1202/A120202/12030242/,3.28,20,3,225
226,https://tabelog.com/chiba/A1202/A120202/12031769/,3.05,2,3,226
227,https://tabelog.com/chiba/A1202/A120202/12039580/,0,,3,227
228,https://tabelog.com/chiba/A1202/A120202/12003329/,3.52,20,3,228
229,https://tabelog.com/chiba/A1202/A120202/12002632/,3.07,6,3,229
230,https://tabelog.com/chiba/A1202/A120202/12046130/,3.02,1,3,230
231,https://tabelog.com/chiba/A1202/A120202/12051761/,0,,3,231
232,https://tabelog.com/chiba/A1202/A120202/12030258/,3.01,6,3,232
233,https://tabelog.com/chiba/A1202/A120202/12028218/,3.43,19,3,233
234,https://tabelog.com/chiba/A1202/A120202/12000030/,3.29,20,3,234
235,https://tabelog.com/chiba/A1202/A120202/12046743/,3.07,5,3,235
236,https://tabelog.com/chiba/A1202/A120202/12026252/,3.49,20,3,236
237,https://tabelog.com/chiba/A1202/A120202/12050046/,3.04,2,3,237
238,https://tabelog.com/chiba/A1202/A120202/12049028/,3.02,1,3,238
239,https://tabelog.com/chiba/A1202/A120202/12000306/,3.28,20,3,239
240,https://tabelog.com/chiba/A1202/A120202/12005980/,3.01,4,3,240
241,https://tabelog.com/chiba/A1202/A120202/12031681/,3.17,12,3,241
242,https://tabelog.com/chiba/A1202/A120202/12028740/,3.46,20,3,242
243,https://tabelog.com/chiba/A1202/A120202/12040353/,3.1,10,3,243
244,https://tabelog.com/chiba/A1202/A120202/12035711/,3.26,14,3,244
245,https://tabelog.com/chiba/A1202/A120202/12023270/,3.01,3,3,245
246,https://tabelog.com/chiba/A1202/A120202/12050699/,3.11,5,3,246
247,https://tabelog.com/chiba/A1202/A120202/12019033/,3.36,19,3,247
248,https://tabelog.com/chiba/A1202/A120202/12030898/,3.22,14,3,248
249,https://tabelog.com/chiba/A1202/A120202/12051617/,0,,3,249
250,https://tabelog.com/chiba/A1202/A120202/12048237/,3.08,5,3,250
251,https://tabelog.com/chiba/A1202/A120202/12049411/,3.05,3,3,251
252,https://tabelog.com/chiba/A1202/A120202/12018037/,3.48,20,3,252
253,https://tabelog.com/chiba/A1202/A120202/12035153/,3.08,5,3,253
254,https://tabelog.com/chiba/A1202/A120202/12020804/,3.04,12,3,254
255,https://tabelog.com/chiba/A1202/A120202/12050027/,3.06,3,3,255
256,https://tabelog.com/chiba/A1202/A120202/12021579/,3.33,18,3,256
257,https://tabelog.com/chiba/A1202/A120202/12050340/,3.24,18,3,257
258,https://tabelog.com/chiba/A1202/A120202/12046835/,3.27,20,3,258
259,https://tabelog.com/chiba/A1202/A120202/12008985/,3.21,10,3,259
260,https://tabelog.com/chiba/A1202/A120202/12007422/,3.08,20,3,260
261,https://tabelog.com/chiba/A1202/A120202/12007023/,3.04,12,3,261
262,https://tabelog.com/chiba/A1202/A120202/12007970/,3.33,20,3,262
263,https://tabelog.com/chiba/A1202/A120202/12005802/,3.36,17,3,263
264,https://tabelog.com/chiba/A1202/A120202/12042493/,3.39,10,3,264
265,https://tabelog.com/chiba/A1202/A120202/12027132/,3.14,16,3,265
266,https://tabelog.com/chiba/A1202/A120202/12044469/,3.33,19,3,266
267,https://tabelog.com/chiba/A1202/A120202/12001015/,3.5,20,3,267
268,https://tabelog.com/chiba/A1202/A120202/12004320/,3.03,11,3,268
269,https://tabelog.com/chiba/A1202/A120202/12001060/,3.43,20,3,269
270,https://tabelog.com/chiba/A1202/A120202/12003678/,3.04,12,3,270
271,https://tabelog.com/chiba/A1202/A120202/12043653/,3.39,20,3,271
272,https://tabelog.com/chiba/A1202/A120202/12019728/,3.45,20,3,272
273,https://tabelog.com/chiba/A1202/A120202/12044117/,3.33,19,3,273
274,https://tabelog.com/chiba/A1202/A120202/12043199/,3.29,20,3,274
275,https://tabelog.com/chiba/A1202/A120202/12035399/,3.07,20,3,275
276,https://tabelog.com/chiba/A1202/A120202/12039704/,3.04,10,3,276
277,https://tabelog.com/chiba/A1202/A120202/12026976/,3.05,12,3,277
278,https://tabelog.com/chiba/A1202/A120202/12018978/,3.34,17,3,278
279,https://tabelog.com/chiba/A1202/A120203/12039218/,3.08,10,3,279
280,https://tabelog.com/chiba/A1202/A120202/12022911/,3.49,20,3,280
281,https://tabelog.com/chiba/A1202/A120202/12000100/,3.57,20,3,281
282,https://tabelog.com/chiba/A1202/A120202/12010837/,3.45,20,3,282
283,https://tabelog.com/chiba/A1202/A120202/12001176/,3.23,14,3,283
284,https://tabelog.com/chiba/A1202/A120202/12028940/,3.04,13,3,284
285,https://tabelog.com/chiba/A1202/A120202/12005245/,3.12,10,3,285
286,https://tabelog.com/chiba/A1202/A120202/12006775/,3.56,20,3,286
287,https://tabelog.com/chiba/A1202/A120202/12014648/,3.35,20,3,287
288,https://tabelog.com/chiba/A1202/A120202/12022632/,3.13,11,3,288
289,https://tabelog.com/chiba/A1202/A120202/12042129/,3.1,11,3,289
290,https://tabelog.com/chiba/A1202/A120202/12037463/,3.18,13,3,290
291,https://tabelog.com/chiba/A1202/A120202/12001025/,3.04,25,3,291
292,https://tabelog.com/chiba/A1202/A120202/12017898/,3.03,10,3,292
293,https://tabelog.com/chiba/A1202/A120202/12017917/,3.36,20,3,293
294,https://tabelog.com/chiba/A1202/A120202/12017673/,3.04,12,3,294
295,https://tabelog.com/chiba/A1202/A120202/12000026/,3.33,18,3,295
296,https://tabelog.com/chiba/A1202/A120202/12032328/,3.05,20,3,296
297,https://tabelog.com/chiba/A1202/A120202/12024110/,3.05,17,3,297
298,https://tabelog.com/chiba/A1202/A120202/12008024/,3.31,13,3,298
299,https://tabelog.com/chiba/A1202/A120202/12041805/,3.4,20,3,299
300,https://tabelog.com/chiba/A1202/A120202/12018791/,3.41,20,3,300
301,https://tabelog.com/chiba/A1202/A120202/12038359/,3.48,20,3,301
302,https://tabelog.com/chiba/A1202/A120202/12002885/,3.09,14,3,302
303,https://tabelog.com/chiba/A1202/A120202/12038429/,3.26,13,3,303
304,https://tabelog.com/chiba/A1202/A120202/12023612/,3.01,13,3,304
305,https://tabelog.com/chiba/A1202/A120202/12043767/,3.04,13,3,305
306,https://tabelog.com/chiba/A1202/A120202/12037699/,3.04,13,3,306
307,https://tabelog.com/chiba/A1202/A120202/12002982/,3.32,20,3,307
308,https://tabelog.com/chiba/A1202/A120202/12039163/,3.22,15,3,308
309,https://tabelog.com/chiba/A1202/A120202/12006202/,3.44,20,3,309
310,https://tabelog.com/chiba/A1202/A120202/12043706/,3.05,15,3,310
311,https://tabelog.com/chiba/A1202/A120202/12022494/,3.31,12,3,311
312,https://tabelog.com/chiba/A1202/A120202/12020842/,3.04,14,3,312
313,https://tabelog.com/chiba/A1202/A120202/12002738/,3.07,19,3,313
314,https://tabelog.com/chiba/A1202/A120202/12036976/,3.33,20,3,314
315,https://tabelog.com/chiba/A1202/A120202/12042449/,3.46,20,3,315
316,https://tabelog.com/chiba/A1202/A120202/12035271/,3.05,20,3,316
317,https://tabelog.com/chiba/A1202/A120202/12004524/,3.44,20,3,317
318,https://tabelog.com/chiba/A1202/A120202/12037224/,3.24,20,3,318
319,https://tabelog.com/chiba/A1202/A120202/12006657/,3.36,19,3,319
320,https://tabelog.com/chiba/A1202/A120202/12003625/,3.54,20,3,320
321,https://tabelog.com/chiba/A1202/A120202/12005011/,3.09,14,3,321
322,https://tabelog.com/chiba/A1202/A120202/12043544/,3.34,11,3,322
323,https://tabelog.com/chiba/A1202/A120202/12038247/,3.5,20,3,323
324,https://tabelog.com/chiba/A1202/A120202/12010751/,3.21,13,3,324
325,https://tabelog.com/chiba/A1202/A120202/12001196/,3.49,20,3,325
326,https://tabelog.com/chiba/A1202/A120202/12003023/,3.27,20,3,326
327,https://tabelog.com/chiba/A1202/A120202/12004025/,3.45,20,3,327
328,https://tabelog.com/chiba/A1202/A120202/12049169/,3.51,20,3,328
329,https://tabelog.com/chiba/A1202/A120202/12012085/,3.06,19,3,329
330,https://tabelog.com/chiba/A1202/A120202/12028608/,3.04,20,3,330
331,https://tabelog.com/chiba/A1202/A120202/12043726/,3.43,20,3,331
332,https://tabelog.com/chiba/A1202/A120202/12028026/,3.3,14,3,332
333,https://tabelog.com/chiba/A1202/A120202/12027161/,3.33,12,3,333
334,https://tabelog.com/chiba/A1202/A120202/12002019/,3.26,15,3,334
335,https://tabelog.com/chiba/A1202/A120202/12035188/,3.03,10,3,335
336,https://tabelog.com/chiba/A1202/A120202/12023394/,3.32,14,3,336
337,https://tabelog.com/chiba/A1202/A120202/12019194/,3.18,14,3,337
338,https://tabelog.com/chiba/A1202/A120202/12018689/,3.38,20,3,338
339,https://tabelog.com/chiba/A1202/A120202/12002731/,3.18,16,3,339
340,https://tabelog.com/chiba/A1202/A120202/12031554/,3.25,10,3,340
341,https://tabelog.com/chiba/A1202/A120202/12037450/,3.04,12,3,341
342,https://tabelog.com/chiba/A1202/A120202/12025124/,3.4,18,3,342
343,https://tabelog.com/chiba/A1202/A120202/12020063/,3.51,20,3,343
344,https://tabelog.com/chiba/A1202/A120202/12009618/,3.1,11,3,344
345,https://tabelog.com/chiba/A1202/A120202/12016551/,3.3,16,3,345
346,https://tabelog.com/chiba/A1202/A120202/12005592/,3.21,18,3,346
347,https://tabelog.com/chiba/A1202/A120202/12041277/,3.31,17,3,347
348,https://tabelog.com/chiba/A1202/A120202/12002396/,3.19,15,3,348
349,https://tabelog.com/chiba/A1202/A120202/12009615/,3.22,20,3,349
350,https://tabelog.com/chiba/A1202/A120202/12002033/,3.44,20,3,350
351,https://tabelog.com/chiba/A1202/A120202/12007686/,3.48,20,3,351
352,https://tabelog.com/chiba/A1202/A120202/12032028/,3.6,20,3,352
353,https://tabelog.com/chiba/A1202/A120202/12003396/,3.12,13,3,353
354,https://tabelog.com/chiba/A1202/A120202/12002216/,3.55,20,3,354
355,https://tabelog.com/chiba/A1202/A120202/12006347/,3.32,12,3,355
356,https://tabelog.com/chiba/A1202/A120202/12004519/,3.38,20,3,356
357,https://tabelog.com/chiba/A1202/A120202/12032244/,3.23,19,3,357
358,https://tabelog.com/chiba/A1202/A120202/12004015/,3.31,20,3,358
359,https://tabelog.com/chiba/A1202/A120202/12038115/,3.14,11,3,359
360,https://tabelog.com/chiba/A1202/A120202/12007977/,3.31,18,3,360
361,https://tabelog.com/chiba/A1202/A120202/12024652/,3.38,20,3,361
362,https://tabelog.com/chiba/A1202/A120202/12002412/,3.4,20,3,362
363,https://tabelog.com/chiba/A1202/A120202/12002482/,3.12,14,3,363
364,https://tabelog.com/chiba/A1202/A120202/12003548/,3.22,11,3,364
365,https://tabelog.com/chiba/A1202/A120202/12038531/,3.42,20,3,365
366,https://tabelog.com/chiba/A1202/A120202/12003508/,3.35,20,3,366
367,https://tabelog.com/chiba/A1202/A120202/12004629/,3.04,11,3,367
368,https://tabelog.com/chiba/A1203/A120302/12007510/,3.45,20,3,368
